Country,Region/State,Zip/Postal Code,Weight (and above),Shipping Price
THA,*,49160,10.01,205
THA,*,49160,20.01,330
THA,*,49160,30.01,390
THA,*,49160,40.01,450
THA,*,50000,0,60
THA,*,50000,2.51,80
THA,*,50000,5.01,120
THA,*,50000,10.01,170
THA,*,50000,20.01,280
THA,*,50000,30.01,340
THA,*,50000,40.01,400
THA,*,50100,0,60
THA,*,50100,2.51,80
THA,*,50100,5.01,120
THA,*,50100,10.01,170
THA,*,50100,20.01,280
THA,*,50100,30.01,340
THA,*,50100,40.01,400
THA,*,50101,0,60
THA,*,50101,2.51,80
THA,*,50101,5.01,120
THA,*,50101,10.01,170
THA,*,50101,20.01,280
THA,*,50101,30.01,340
THA,*,50101,40.01,400
THA,*,50110,0,85
THA,*,50110,2.51,105
THA,*,50110,5.01,155
THA,*,50110,10.01,205
THA,*,50110,20.01,330
THA,*,50110,30.01,390
THA,*,50110,40.01,450
THA,*,50120,0,60
THA,*,50120,2.51,80
THA,*,50120,5.01,120
THA,*,50120,10.01,170
THA,*,50120,20.01,280
THA,*,50120,30.01,340
THA,*,50120,40.01,400
THA,*,50130,0,85
THA,*,50130,2.51,105
THA,*,50130,5.01,155
THA,*,50130,10.01,205
THA,*,50130,20.01,330
THA,*,50130,30.01,390
THA,*,50130,40.01,450
THA,*,50140,0,60
THA,*,50140,2.51,80
THA,*,50140,5.01,120
THA,*,50140,10.01,170
THA,*,50140,20.01,280
THA,*,50140,30.01,340
THA,*,50140,40.01,400
THA,*,50150,0,85
THA,*,50150,2.51,105
THA,*,50150,5.01,155
THA,*,50150,10.01,205
THA,*,50150,20.01,330
THA,*,50150,30.01,390
THA,*,50150,40.01,450
THA,*,50160,0,85
THA,*,50160,2.51,105
THA,*,50160,5.01,155
THA,*,50160,10.01,205
THA,*,50160,20.01,330
THA,*,50160,30.01,390
THA,*,50160,40.01,450
THA,*,50170,0,85
THA,*,50170,2.51,105
THA,*,50170,5.01,155
THA,*,50170,10.01,205
THA,*,50170,20.01,330
THA,*,50170,30.01,390
THA,*,50170,40.01,450
THA,*,50180,0,60
THA,*,50180,2.51,80
THA,*,50180,5.01,120
THA,*,50180,10.01,170
THA,*,50180,20.01,280
THA,*,50180,30.01,340
THA,*,50180,40.01,400
THA,*,50190,0,85
THA,*,50190,2.51,105
THA,*,50190,5.01,155
THA,*,50190,10.01,205
THA,*,50190,20.01,330
THA,*,50190,30.01,390
THA,*,50190,40.01,450
THA,*,50200,0,60
THA,*,50200,2.51,80
THA,*,50200,5.01,120
THA,*,50200,10.01,170
THA,*,50200,20.01,280
THA,*,50200,30.01,340
THA,*,50200,40.01,400
THA,*,50210,0,60
THA,*,50210,2.51,80
THA,*,50210,5.01,120
THA,*,50210,10.01,170
THA,*,50210,20.01,280
THA,*,50210,30.01,340
THA,*,50210,40.01,400
THA,*,50220,0,85
THA,*,50220,2.51,105
THA,*,50220,5.01,155
THA,*,50220,10.01,205
THA,*,50220,20.01,330
THA,*,50220,30.01,390
THA,*,50220,40.01,450
THA,*,50230,0,60
THA,*,50230,2.51,80
THA,*,50230,5.01,120
THA,*,50230,10.01,170
THA,*,50230,20.01,280
THA,*,50230,30.01,340
THA,*,50230,40.01,400
THA,*,50240,0,85
THA,*,50240,2.51,105
THA,*,50240,5.01,155
THA,*,50240,10.01,205
THA,*,50240,20.01,330
THA,*,50240,30.01,390
THA,*,50240,40.01,450
THA,*,50250,0,85
THA,*,50250,2.51,105
THA,*,50250,5.01,155
THA,*,50250,10.01,205
THA,*,50250,20.01,330
THA,*,50250,30.01,390
THA,*,50250,40.01,450
THA,*,50260,0,85
THA,*,50260,2.51,105
THA,*,50260,5.01,155
THA,*,50260,10.01,205
THA,*,50260,20.01,330
THA,*,50260,30.01,390
THA,*,50260,40.01,450
THA,*,50270,0,85
THA,*,50270,2.51,105
THA,*,50270,5.01,155
THA,*,50270,10.01,205
THA,*,50270,20.01,330
THA,*,50270,30.01,390
THA,*,50270,40.01,450
THA,*,50280,0,85
THA,*,50280,2.51,105
THA,*,50280,5.01,155
THA,*,50280,10.01,205
THA,*,50280,20.01,330
THA,*,50280,30.01,390
THA,*,50280,40.01,450
THA,*,50290,0,60
THA,*,50290,2.51,80
THA,*,50290,5.01,120
THA,*,50290,10.01,170
THA,*,50290,20.01,280
THA,*,50290,30.01,340
THA,*,50290,40.01,400
THA,*,50300,0,60
THA,*,50300,2.51,80
THA,*,50300,5.01,120
THA,*,50300,10.01,170
THA,*,50300,20.01,280
THA,*,50300,30.01,340
THA,*,50300,40.01,400
THA,*,50302,0,60
THA,*,50302,2.51,80
THA,*,50302,5.01,120
THA,*,50302,10.01,170
THA,*,50302,20.01,280
THA,*,50302,30.01,340
THA,*,50302,40.01,400
THA,*,50310,0,85
THA,*,50310,2.51,105
THA,*,50310,5.01,155
THA,*,50310,10.01,205
THA,*,50310,20.01,330
THA,*,50310,30.01,390
THA,*,50310,40.01,450
THA,*,50320,0,85
THA,*,50320,2.51,105
THA,*,50320,5.01,155
THA,*,50320,10.01,205
THA,*,50320,20.01,330
THA,*,50320,30.01,390
THA,*,50320,40.01,450
THA,*,50330,0,85
THA,*,50330,2.51,105
THA,*,50330,5.01,155
THA,*,50330,10.01,205
THA,*,50330,20.01,330
THA,*,50330,30.01,390
THA,*,50330,40.01,450
THA,*,50340,0,60
THA,*,50340,2.51,80
THA,*,50340,5.01,120
THA,*,50340,10.01,170
THA,*,50340,20.01,280
THA,*,50340,30.01,340
THA,*,50340,40.01,400
THA,*,50350,0,85
THA,*,50350,2.51,105
THA,*,50350,5.01,155
THA,*,50350,10.01,205
THA,*,50350,20.01,330
THA,*,50350,30.01,390
THA,*,50350,40.01,450
THA,*,50360,0,85
THA,*,50360,2.51,105
THA,*,50360,5.01,155
THA,*,50360,10.01,205
THA,*,50360,20.01,330
THA,*,50360,30.01,390
THA,*,50360,40.01,450
THA,*,51000,0,60
THA,*,51000,2.51,80
THA,*,51000,5.01,120
THA,*,51000,10.01,170
THA,*,51000,20.01,280
THA,*,51000,30.01,340
THA,*,51000,40.01,400
THA,*,51110,0,85
THA,*,51110,2.51,105
THA,*,51110,5.01,155
THA,*,51110,10.01,205
THA,*,51110,20.01,330
THA,*,51110,30.01,390
THA,*,51110,40.01,450
THA,*,51120,0,85
THA,*,51120,2.51,105
THA,*,51120,5.01,155
THA,*,51120,10.01,205
THA,*,51120,20.01,330
THA,*,51120,30.01,390
THA,*,51120,40.01,450
THA,*,51130,0,85
THA,*,51130,2.51,105
THA,*,51130,5.01,155
THA,*,51130,10.01,205
THA,*,51130,20.01,330
THA,*,51130,30.01,390
THA,*,51130,40.01,450
THA,*,51140,0,85
THA,*,51140,2.51,105
THA,*,51140,5.01,155
THA,*,51140,10.01,205
THA,*,51140,20.01,330
THA,*,51140,30.01,390
THA,*,51140,40.01,450
THA,*,51150,0,60
THA,*,51150,2.51,80
THA,*,51150,5.01,120
THA,*,51150,10.01,170
THA,*,51150,20.01,280
THA,*,51150,30.01,340
THA,*,51150,40.01,400
THA,*,51160,0,85
THA,*,51160,2.51,105
THA,*,51160,5.01,155
THA,*,51160,10.01,205
THA,*,51160,20.01,330
THA,*,51160,30.01,390
THA,*,51160,40.01,450
THA,*,51170,0,85
THA,*,51170,2.51,105
THA,*,51170,5.01,155
THA,*,51170,10.01,205
THA,*,51170,20.01,330
THA,*,51170,30.01,390
THA,*,51170,40.01,450
THA,*,51180,0,85
THA,*,51180,2.51,105
THA,*,51180,5.01,155
THA,*,51180,10.01,205
THA,*,51180,20.01,330
THA,*,51180,30.01,390
THA,*,51180,40.01,450
THA,*,52000,0,60
THA,*,52000,2.51,80
THA,*,52000,5.01,120
THA,*,52000,10.01,170
THA,*,52000,20.01,280
THA,*,52000,30.01,340
THA,*,52000,40.01,400
THA,*,52100,0,60
THA,*,52100,2.51,80
THA,*,52100,5.01,120
THA,*,52100,10.01,170
THA,*,52100,20.01,280
THA,*,52100,30.01,340
THA,*,52100,40.01,400
THA,*,52110,0,85
THA,*,52110,2.51,105
THA,*,52110,5.01,155
THA,*,52110,10.01,205
THA,*,52110,20.01,330
THA,*,52110,30.01,390
THA,*,52110,40.01,450
THA,*,52120,0,85
THA,*,52120,2.51,105
THA,*,52120,5.01,155
THA,*,52120,10.01,205
THA,*,52120,20.01,330
THA,*,52120,30.01,390
THA,*,52120,40.01,450
THA,*,52130,0,60
THA,*,52130,2.51,80
THA,*,52130,5.01,120
THA,*,52130,10.01,170
THA,*,52130,20.01,280
THA,*,52130,30.01,340
THA,*,52130,40.01,400
THA,*,52140,0,85
THA,*,52140,2.51,105
THA,*,52140,5.01,155
THA,*,52140,10.01,205
THA,*,52140,20.01,330
THA,*,52140,30.01,390
THA,*,52140,40.01,450
THA,*,52150,0,60
THA,*,52150,2.51,80
THA,*,52150,5.01,120
THA,*,52150,10.01,170
THA,*,52150,20.01,280
THA,*,52150,30.01,340
THA,*,52150,40.01,400
THA,*,52160,0,85
THA,*,52160,2.51,105
THA,*,52160,5.01,155
THA,*,52160,10.01,205
THA,*,52160,20.01,330
THA,*,52160,30.01,390
THA,*,52160,40.01,450
THA,*,52170,0,85
THA,*,52170,2.51,105
THA,*,52170,5.01,155
THA,*,52170,10.01,205
THA,*,52170,20.01,330
THA,*,52170,30.01,390
THA,*,52170,40.01,450
THA,*,52180,0,85
THA,*,52180,2.51,105
THA,*,52180,5.01,155
THA,*,52180,10.01,205
THA,*,52180,20.01,330
THA,*,52180,30.01,390
THA,*,52180,40.01,450
THA,*,52190,0,60
THA,*,52190,2.51,80
THA,*,52190,5.01,120
THA,*,52190,10.01,170
THA,*,52190,20.01,280
THA,*,52190,30.01,340
THA,*,52190,40.01,400
THA,*,52210,0,85
THA,*,52210,2.51,105
THA,*,52210,5.01,155
THA,*,52210,10.01,205
THA,*,52210,20.01,330
THA,*,52210,30.01,390
THA,*,52210,40.01,450
THA,*,52220,0,85
THA,*,52220,2.51,105
THA,*,52220,5.01,155
THA,*,52220,10.01,205
THA,*,52220,20.01,330
THA,*,52220,30.01,390
THA,*,52220,40.01,450
THA,*,52230,0,85
THA,*,52230,2.51,105
THA,*,52230,5.01,155
THA,*,52230,10.01,205
THA,*,52230,20.01,330
THA,*,52230,30.01,390
THA,*,52230,40.01,450
THA,*,52240,0,85
THA,*,52240,2.51,105
THA,*,52240,5.01,155
THA,*,52240,10.01,205
THA,*,52240,20.01,330
THA,*,52240,30.01,390
THA,*,52240,40.01,450
THA,*,53000,0,50
THA,*,53000,2.51,70
THA,*,53000,5.01,110
THA,*,53000,10.01,150
THA,*,53000,20.01,190
THA,*,53000,30.01,210
THA,*,53000,40.01,240
THA,*,53110,0,75
THA,*,53110,2.51,95
THA,*,53110,5.01,145
THA,*,53110,10.01,185
THA,*,53110,20.01,240
THA,*,53110,30.01,260
THA,*,53110,40.01,290
THA,*,53120,0,75
THA,*,53120,2.51,95
THA,*,53120,5.01,145
THA,*,53120,10.01,185
THA,*,53120,20.01,240
THA,*,53120,30.01,260
THA,*,53120,40.01,290
THA,*,53130,0,50
THA,*,53130,2.51,70
THA,*,53130,5.01,110
THA,*,53130,10.01,150
THA,*,53130,20.01,190
THA,*,53130,30.01,210
THA,*,53130,40.01,240
THA,*,53140,0,50
THA,*,53140,2.51,70
THA,*,53140,5.01,110
THA,*,53140,10.01,150
THA,*,53140,20.01,190
THA,*,53140,30.01,210
THA,*,53140,40.01,240
THA,*,53150,0,75
THA,*,53150,2.51,95
THA,*,53150,5.01,145
THA,*,53150,10.01,185
THA,*,53150,20.01,240
THA,*,53150,30.01,260
THA,*,53150,40.01,290
THA,*,53160,0,275
THA,*,53160,2.51,295
THA,*,53160,5.01,345
THA,*,53160,10.01,385
THA,*,53160,20.01,440
THA,*,53160,30.01,460
THA,*,53160,40.01,490
THA,*,53170,0,50
THA,*,53170,2.51,70
THA,*,53170,5.01,110
THA,*,53170,10.01,150
THA,*,53170,20.01,190
THA,*,53170,30.01,210
THA,*,53170,40.01,240
THA,*,53180,0,275
THA,*,53180,2.51,295
THA,*,53180,5.01,345
THA,*,53180,10.01,385
THA,*,53180,20.01,440
THA,*,53180,30.01,460
THA,*,53180,40.01,490
THA,*,53230,0,75
THA,*,53230,2.51,95
THA,*,53230,5.01,145
THA,*,53230,10.01,185
THA,*,53230,20.01,240
THA,*,53230,30.01,260
THA,*,53230,40.01,290
THA,*,54000,0,60
THA,*,54000,2.51,80
THA,*,54000,5.01,120
THA,*,54000,10.01,170
THA,*,54000,20.01,280
THA,*,54000,30.01,340
THA,*,54000,40.01,400
THA,*,54110,0,85
THA,*,54110,2.51,105
THA,*,54110,5.01,155
THA,*,54110,10.01,205
THA,*,54110,20.01,330
THA,*,54110,30.01,390
THA,*,54110,40.01,450
THA,*,54120,0,85
THA,*,54120,2.51,105
THA,*,54120,5.01,155
THA,*,54120,10.01,205
THA,*,54120,20.01,330
THA,*,54120,30.01,390
THA,*,54120,40.01,450
THA,*,54130,0,60
THA,*,54130,2.51,80
THA,*,54130,5.01,120
THA,*,54130,10.01,170
THA,*,54130,20.01,280
THA,*,54130,30.01,340
THA,*,54130,40.01,400
THA,*,54140,0,85
THA,*,54140,2.51,105
THA,*,54140,5.01,155
THA,*,54140,10.01,205
THA,*,54140,20.01,330
THA,*,54140,30.01,390
THA,*,54140,40.01,450
THA,*,54150,0,85
THA,*,54150,2.51,105
THA,*,54150,5.01,155
THA,*,54150,10.01,205
THA,*,54150,20.01,330
THA,*,54150,30.01,390
THA,*,54150,40.01,450
THA,*,54160,0,85
THA,*,54160,2.51,105
THA,*,54160,5.01,155
THA,*,54160,10.01,205
THA,*,54160,20.01,330
THA,*,54160,30.01,390
THA,*,54160,40.01,450
THA,*,54170,0,60
THA,*,54170,2.51,80
THA,*,54170,5.01,120
THA,*,54170,10.01,170
THA,*,54170,20.01,280
THA,*,54170,30.01,340
THA,*,54170,40.01,400
THA,*,55000,0,60
THA,*,55000,2.51,80
THA,*,55000,5.01,120
THA,*,55000,10.01,170
THA,*,55000,20.01,280
THA,*,55000,30.01,340
THA,*,55000,40.01,400
THA,*,55110,0,85
THA,*,55110,2.51,105
THA,*,55110,5.01,155
THA,*,55110,10.01,205
THA,*,55110,20.01,330
THA,*,55110,30.01,390
THA,*,55110,40.01,450
THA,*,55120,0,85
THA,*,55120,2.51,105
THA,*,55120,5.01,155
THA,*,55120,10.01,205
THA,*,55120,20.01,330
THA,*,55120,30.01,390
THA,*,55120,40.01,450
THA,*,55130,0,85
THA,*,55130,2.51,105
THA,*,55130,5.01,155
THA,*,55130,10.01,205
THA,*,55130,20.01,330
THA,*,55130,30.01,390
THA,*,55130,40.01,450
THA,*,55140,0,85
THA,*,55140,2.51,105
THA,*,55140,5.01,155
THA,*,55140,10.01,205
THA,*,55140,20.01,330
THA,*,55140,30.01,390
THA,*,55140,40.01,450
THA,*,55150,0,85
THA,*,55150,2.51,105
THA,*,55150,5.01,155
THA,*,55150,10.01,205
THA,*,55150,20.01,330
THA,*,55150,30.01,390
THA,*,55150,40.01,450
THA,*,55160,0,85
THA,*,55160,2.51,105
THA,*,55160,5.01,155
THA,*,55160,10.01,205
THA,*,55160,20.01,330
THA,*,55160,30.01,390
THA,*,55160,40.01,450
THA,*,55170,0,85
THA,*,55170,2.51,105
THA,*,55170,5.01,155
THA,*,55170,10.01,205
THA,*,55170,20.01,330
THA,*,55170,30.01,390
THA,*,55170,40.01,450
THA,*,55180,0,85
THA,*,55180,2.51,105
THA,*,55180,5.01,155
THA,*,55180,10.01,205
THA,*,55180,20.01,330
THA,*,55180,30.01,390
THA,*,55180,40.01,450
THA,*,55190,0,85
THA,*,55190,2.51,105
THA,*,55190,5.01,155
THA,*,55190,10.01,205
THA,*,55190,20.01,330
THA,*,55190,30.01,390
THA,*,55190,40.01,450
THA,*,55210,0,85
THA,*,55210,2.51,105
THA,*,55210,5.01,155
THA,*,55210,10.01,205
THA,*,55210,20.01,330
THA,*,55210,30.01,390
THA,*,55210,40.01,450
THA,*,55220,0,285
THA,*,55220,2.51,305
THA,*,55220,5.01,355
THA,*,55220,10.01,405
THA,*,55220,20.01,530
THA,*,55220,30.01,590
THA,*,55220,40.01,650
THA,*,56000,0,60
THA,*,56000,2.51,80
THA,*,56000,5.01,120
THA,*,56000,10.01,170
THA,*,56000,20.01,280
THA,*,56000,30.01,340
THA,*,56000,40.01,400
THA,*,56110,0,85
THA,*,56110,2.51,105
THA,*,56110,5.01,155
THA,*,56110,10.01,205
THA,*,56110,20.01,330
THA,*,56110,30.01,390
THA,*,56110,40.01,450
THA,*,56120,0,60
THA,*,56120,2.51,80
THA,*,56120,5.01,120
THA,*,56120,10.01,170
THA,*,56120,20.01,280
THA,*,56120,30.01,340
THA,*,56120,40.01,400
THA,*,56130,0,85
THA,*,56130,2.51,105
THA,*,56130,5.01,155
THA,*,56130,10.01,205
THA,*,56130,20.01,330
THA,*,56130,30.01,390
THA,*,56130,40.01,450
THA,*,56140,0,85
THA,*,56140,2.51,105
THA,*,56140,5.01,155
THA,*,56140,10.01,205
THA,*,56140,20.01,330
THA,*,56140,30.01,390
THA,*,56140,40.01,450
THA,*,56150,0,85
THA,*,56150,2.51,105
THA,*,56150,5.01,155
THA,*,56150,10.01,205
THA,*,56150,20.01,330
THA,*,56150,30.01,390
THA,*,56150,40.01,450
THA,*,56160,0,85
THA,*,56160,2.51,105
THA,*,56160,5.01,155
THA,*,56160,10.01,205
THA,*,56160,20.01,330
THA,*,56160,30.01,390
THA,*,56160,40.01,450
THA,*,57000,0,60
THA,*,57000,2.51,80
THA,*,57000,5.01,120
THA,*,57000,10.01,170
THA,*,57000,20.01,280
THA,*,57000,30.01,340
THA,*,57000,40.01,400
THA,*,57100,0,60
THA,*,57100,2.51,80
THA,*,57100,5.01,120
THA,*,57100,10.01,170
THA,*,57100,20.01,280
THA,*,57100,30.01,340
THA,*,57100,40.01,400
THA,*,57110,0,85
THA,*,57110,2.51,105
THA,*,57110,5.01,155
THA,*,57110,10.01,205
THA,*,57110,20.01,330
THA,*,57110,30.01,390
THA,*,57110,40.01,450
THA,*,57120,0,85
THA,*,57120,2.51,105
THA,*,57120,5.01,155
THA,*,57120,10.01,205
THA,*,57120,20.01,330
THA,*,57120,30.01,390
THA,*,57120,40.01,450
THA,*,57130,0,85
THA,*,57130,2.51,105
THA,*,57130,5.01,155
THA,*,57130,10.01,205
THA,*,57130,20.01,330
THA,*,57130,30.01,390
THA,*,57130,40.01,450
THA,*,57140,0,85
THA,*,57140,2.51,105
THA,*,57140,5.01,155
THA,*,57140,10.01,205
THA,*,57140,20.01,330
THA,*,57140,30.01,390
THA,*,57140,40.01,450
THA,*,57150,0,85
THA,*,57150,2.51,105
THA,*,57150,5.01,155
THA,*,57150,10.01,205
THA,*,57150,20.01,330
THA,*,57150,30.01,390
THA,*,57150,40.01,450
THA,*,57160,0,85
THA,*,57160,2.51,105
THA,*,57160,5.01,155
THA,*,57160,10.01,205
THA,*,57160,20.01,330
THA,*,57160,30.01,390
THA,*,57160,40.01,450
THA,*,57170,0,85
THA,*,57170,2.51,105
THA,*,57170,5.01,155
THA,*,57170,10.01,205
THA,*,57170,20.01,330
THA,*,57170,30.01,390
THA,*,57170,40.01,450
THA,*,57180,0,85
THA,*,57180,2.51,105
THA,*,57180,5.01,155
THA,*,57180,10.01,205
THA,*,57180,20.01,330
THA,*,57180,30.01,390
THA,*,57180,40.01,450
THA,*,57190,0,85
THA,*,57190,2.51,105
THA,*,57190,5.01,155
THA,*,57190,10.01,205
THA,*,57190,20.01,330
THA,*,57190,30.01,390
THA,*,57190,40.01,450
THA,*,57210,0,85
THA,*,57210,2.51,105
THA,*,57210,5.01,155
THA,*,57210,10.01,205
THA,*,57210,20.01,330
THA,*,57210,30.01,390
THA,*,57210,40.01,450
THA,*,57220,0,85
THA,*,57220,2.51,105
THA,*,57220,5.01,155
THA,*,57220,10.01,205
THA,*,57220,20.01,330
THA,*,57220,30.01,390
THA,*,57220,40.01,450
THA,*,57230,0,85
THA,*,57230,2.51,105
THA,*,57230,5.01,155
THA,*,57230,10.01,205
THA,*,57230,20.01,330
THA,*,57230,30.01,390
THA,*,57230,40.01,450
THA,*,57240,0,85
THA,*,57240,2.51,105
THA,*,57240,5.01,155
THA,*,57240,10.01,205
THA,*,57240,20.01,330
THA,*,57240,30.01,390
THA,*,57240,40.01,450
THA,*,57250,0,85
THA,*,57250,2.51,105
THA,*,57250,5.01,155
THA,*,57250,10.01,205
THA,*,57250,20.01,330
THA,*,57250,30.01,390
THA,*,57250,40.01,450
THA,*,57260,0,85
THA,*,57260,2.51,105
THA,*,57260,5.01,155
THA,*,57260,10.01,205
THA,*,57260,20.01,330
THA,*,57260,30.01,390
THA,*,57260,40.01,450
THA,*,57270,0,85
THA,*,57270,2.51,105
THA,*,57270,5.01,155
THA,*,57270,10.01,205
THA,*,57270,20.01,330
THA,*,57270,30.01,390
THA,*,57270,40.01,450
THA,*,57280,0,85
THA,*,57280,2.51,105
THA,*,57280,5.01,155
THA,*,57280,10.01,205
THA,*,57280,20.01,330
THA,*,57280,30.01,390
THA,*,57280,40.01,450
THA,*,57290,0,85
THA,*,57290,2.51,105
THA,*,57290,5.01,155
THA,*,57290,10.01,205
THA,*,57290,20.01,330
THA,*,57290,30.01,390
THA,*,57290,40.01,450
THA,*,57310,0,85
THA,*,57310,2.51,105
THA,*,57310,5.01,155
THA,*,57310,10.01,205
THA,*,57310,20.01,330
THA,*,57310,30.01,390
THA,*,57310,40.01,450
THA,*,57340,0,85
THA,*,57340,2.51,105
THA,*,57340,5.01,155
THA,*,57340,10.01,205
THA,*,57340,20.01,330
THA,*,57340,30.01,390
THA,*,57340,40.01,450
THA,*,58000,0,60
THA,*,58000,2.51,80
THA,*,58000,5.01,120
THA,*,58000,10.01,170
THA,*,58000,20.01,280
THA,*,58000,30.01,340
THA,*,58000,40.01,400
THA,*,58110,0,85
THA,*,58110,2.51,105
THA,*,58110,5.01,155
THA,*,58110,10.01,205
THA,*,58110,20.01,330
THA,*,58110,30.01,390
THA,*,58110,40.01,450
THA,*,58120,0,85
THA,*,58120,2.51,105
THA,*,58120,5.01,155
THA,*,58120,10.01,205
THA,*,58120,20.01,330
THA,*,58120,30.01,390
THA,*,58120,40.01,450
THA,*,58130,0,85
THA,*,58130,2.51,105
THA,*,58130,5.01,155
THA,*,58130,10.01,205
THA,*,58130,20.01,330
THA,*,58130,30.01,390
THA,*,58130,40.01,450
THA,*,58140,0,85
THA,*,58140,2.51,105
THA,*,58140,5.01,155
THA,*,58140,10.01,205
THA,*,58140,20.01,330
THA,*,58140,30.01,390
THA,*,58140,40.01,450
THA,*,58150,0,85
THA,*,58150,2.51,105
THA,*,58150,5.01,155
THA,*,58150,10.01,205
THA,*,58150,20.01,330
THA,*,58150,30.01,390
THA,*,58150,40.01,450
THA,*,60000,0,50
THA,*,60000,2.51,70
THA,*,60000,5.01,110
THA,*,60000,10.01,150
THA,*,60000,20.01,190
THA,*,60000,30.01,210
THA,*,60000,40.01,240
THA,*,60110,0,75
THA,*,60110,2.51,95
THA,*,60110,5.01,145
THA,*,60110,10.01,185
THA,*,60110,20.01,240
THA,*,60110,30.01,260
THA,*,60110,40.01,290
THA,*,60120,0,75
THA,*,60120,2.51,95
THA,*,60120,5.01,145
THA,*,60120,10.01,185
THA,*,60120,20.01,240
THA,*,60120,30.01,260
THA,*,60120,40.01,290
THA,*,60130,0,50
THA,*,60130,2.51,70
THA,*,60130,5.01,110
THA,*,60130,10.01,150
THA,*,60130,20.01,190
THA,*,60130,30.01,210
THA,*,60130,40.01,240
THA,*,60140,0,75
THA,*,60140,2.51,95
THA,*,60140,5.01,145
THA,*,60140,10.01,185
THA,*,60140,20.01,240
THA,*,60140,30.01,260
THA,*,60140,40.01,290
THA,*,60150,0,275
THA,*,60150,2.51,295
THA,*,60150,5.01,345
THA,*,60150,10.01,385
THA,*,60150,20.01,440
THA,*,60150,30.01,460
THA,*,60150,40.01,490
THA,*,60160,0,75
THA,*,60160,2.51,95
THA,*,60160,5.01,145
THA,*,60160,10.01,185
THA,*,60160,20.01,240
THA,*,60160,30.01,260
THA,*,60160,40.01,290
THA,*,60170,0,50
THA,*,60170,2.51,70
THA,*,60170,5.01,110
THA,*,60170,10.01,150
THA,*,60170,20.01,190
THA,*,60170,30.01,210
THA,*,60170,40.01,240
THA,*,60180,0,75
THA,*,60180,2.51,95
THA,*,60180,5.01,145
THA,*,60180,10.01,185
THA,*,60180,20.01,240
THA,*,60180,30.01,260
THA,*,60180,40.01,290
THA,*,60190,0,75
THA,*,60190,2.51,95
THA,*,60190,5.01,145
THA,*,60190,10.01,185
THA,*,60190,20.01,240
THA,*,60190,30.01,260
THA,*,60190,40.01,290
THA,*,60210,0,75
THA,*,60210,2.51,95
THA,*,60210,5.01,145
THA,*,60210,10.01,185
THA,*,60210,20.01,240
THA,*,60210,30.01,260
THA,*,60210,40.01,290
THA,*,60220,0,75
THA,*,60220,2.51,95
THA,*,60220,5.01,145
THA,*,60220,10.01,185
THA,*,60220,20.01,240
THA,*,60220,30.01,260
THA,*,60220,40.01,290
THA,*,60230,0,50
THA,*,60230,2.51,70
THA,*,60230,5.01,110
THA,*,60230,10.01,150
THA,*,60230,20.01,190
THA,*,60230,30.01,210
THA,*,60230,40.01,240
THA,*,60240,0,50
THA,*,60240,2.51,70
THA,*,60240,5.01,110
THA,*,60240,10.01,150
THA,*,60240,20.01,190
THA,*,60240,30.01,210
THA,*,60240,40.01,240
THA,*,60250,0,75
THA,*,60250,2.51,95
THA,*,60250,5.01,145
THA,*,60250,10.01,185
THA,*,60250,20.01,240
THA,*,60250,30.01,260
THA,*,60250,40.01,290
THA,*,60260,0,75
THA,*,60260,2.51,95
THA,*,60260,5.01,145
THA,*,60260,10.01,185
THA,*,60260,20.01,240
THA,*,60260,30.01,260
THA,*,60260,40.01,290
THA,*,61000,0,50
THA,*,61000,2.51,70
THA,*,61000,5.01,110
THA,*,61000,10.01,150
THA,*,61000,20.01,190
THA,*,61000,30.01,210
THA,*,61000,40.01,240
THA,*,61110,0,50
THA,*,61110,2.51,70
THA,*,61110,5.01,110
THA,*,61110,10.01,150
THA,*,61110,20.01,190
THA,*,61110,30.01,210
THA,*,61110,40.01,240
THA,*,61120,0,50
THA,*,61120,2.51,70
THA,*,61120,5.01,110
THA,*,61120,10.01,150
THA,*,61120,20.01,190
THA,*,61120,30.01,210
THA,*,61120,40.01,240
THA,*,61130,0,50
THA,*,61130,2.51,70
THA,*,61130,5.01,110
THA,*,61130,10.01,150
THA,*,61130,20.01,190
THA,*,61130,30.01,210
THA,*,61130,40.01,240
THA,*,61140,0,175
THA,*,61140,2.51,195
THA,*,61140,5.01,245
THA,*,61140,10.01,285
THA,*,61140,20.01,340
THA,*,61140,30.01,360
THA,*,61140,40.01,390
THA,*,61150,0,75
THA,*,61150,2.51,95
THA,*,61150,5.01,145
THA,*,61150,10.01,185
THA,*,61150,20.01,240
THA,*,61150,30.01,260
THA,*,61150,40.01,290
THA,*,61160,0,75
THA,*,61160,2.51,95
THA,*,61160,5.01,145
THA,*,61160,10.01,185
THA,*,61160,20.01,240
THA,*,61160,30.01,260
THA,*,61160,40.01,290
THA,*,61170,0,75
THA,*,61170,2.51,95
THA,*,61170,5.01,145
THA,*,61170,10.01,185
THA,*,61170,20.01,240
THA,*,61170,30.01,260
THA,*,61170,40.01,290
THA,*,61180,0,175
THA,*,61180,2.51,195
THA,*,61180,5.01,245
THA,*,61180,10.01,285
THA,*,61180,20.01,340
THA,*,61180,30.01,360
THA,*,61180,40.01,390
THA,*,62000,0,50
THA,*,62000,2.51,70
THA,*,62000,5.01,110
THA,*,62000,10.01,150
THA,*,62000,20.01,190
THA,*,62000,30.01,210
